Frame,Visibility,X,Y,Z,Original_Frame,Point_Coordinates_Camera1,Point_Coordinates_Camera2,Point_Costs_Formula1,Point_Costs_Formula2,Point_Costs_Epipolar,Point_Costs_Reprojection,Point_Costs_Temporal
1065,0,[0],[0],[0],1065,[],[],[],[],[],[],[]
1066,0,[0],[0],[0],1066,[],[],[],[],[],[],[]
1067,0,[0],[0],[0],1067,[],[],[],[],[],[],[]
1068,0,[0],[0],[0],1068,[],[],[],[],[],[],[]
1069,0,[0],[0],[0],1069,[],[],[],[],[],[],[]
1070,0,[0],[0],[0],1070,[],[],[],[],[],[],[]
1071,0,[0],[0],[0],1071,[],[],[],[],[],[],[]
1072,0,[0],[0],[0],1072,[],[],[],[],[],[],[]
1073,0,[0],[0],[0],1073,[],[],[],[],[],[],[]
1074,0,[0],[0],[0],1074,[],[],[],[],[],[],[]
1075,0,[0],[0],[0],1075,[],[],[],[],[],[],[]
1076,0,[0],[0],[0],1076,[],[],[],[],[],[],[]
1077,0,[0],[0],[0],1077,[],[],[],[],[],[],[]
1078,0,[0],[0],[0],1078,[],[],[],[],[],[],[]
1079,0,[0],[0],[0],1079,[],[],[],[],[],[],[]
1080,0,[0],[0],[0],1080,[],[],[],[],[],[],[]
1081,0,[0],[0],[0],1081,[],[],[],[],[],[],[]
1082,0,[0],[0],[0],1082,[],[],[],[],[],[],[]
1083,0,[0],[0],[0],1083,[],[],[],[],[],[],[]
1084,0,[0],[0],[0],1084,[],[],[],[],[],[],[]
1085,0,[0],[0],[0],1085,[],[],[],[],[],[],[]
1086,0,[0],[0],[0],1086,[],[],[],[],[],[],[]
1087,0,[0],[0],[0],1087,[],[],[],[],[],[],[]
1088,0,[0],[0],[0],1088,[],[],[],[],[],[],[]
1089,0,[0],[0],[0],1089,[],[],[],[],[],[],[]
1090,0,[0],[0],[0],1090,[],[],[],[],[],[],[]
1091,0,[0],[0],[0],1091,[],[],[],[],[],[],[]
1092,0,[0],[0],[0],1092,[],[],[],[],[],[],[]
1093,0,[0],[0],[0],1093,[],[],[],[],[],[],[]
1094,0,[0],[0],[0],1094,[],[],[],[],[],[],[]
1095,0,[0],[0],[0],1095,[],[],[],[],[],[],[]
1096,0,[0],[0],[0],1096,[],[],[],[],[],[],[]
1097,0,[0],[0],[0],1097,[],[],[],[],[],[],[]
1098,0,[0],[0],[0],1098,[],[],[],[],[],[],[]
1099,0,[0],[0],[0],1099,[],[],[],[],[],[],[]
1100,0,[0],[0],[0],1100,[],[],[],[],[],[],[]
1101,0,[0],[0],[0],1101,[],[],[],[],[],[],[]
1102,0,[0],[0],[0],1102,[],[],[],[],[],[],[]
1103,0,[0],[0],[0],1103,[],[],[],[],[],[],[]
1104,0,[0],[0],[0],1104,[],[],[],[],[],[],[]
1105,0,[0],[0],[0],1105,[],[],[],[],[],[],[]
1106,0,[0],[0],[0],1106,[],[],[],[],[],[],[]
1107,0,[0],[0],[0],1107,[],[],[],[],[],[],[]
1108,0,[0],[0],[0],1108,[],[],[],[],[],[],[]
1109,0,[0],[0],[0],1109,[],[],[],[],[],[],[]
1110,0,[0],[0],[0],1110,[],[],[],[],[],[],[]
1111,0,[0],[0],[0],1111,[],[],[],[],[],[],[]
1112,0,[0],[0],[0],1112,[],[],[],[],[],[],[]
1113,0,[0],[0],[0],1113,[],[],[],[],[],[],[]
1114,0,[0],[0],[0],1114,[],[],[],[],[],[],[]
1115,0,[0],[0],[0],1115,[],[],[],[],[],[],[]
1116,0,[0],[0],[0],1116,[],[],[],[],[],[],[]
1117,0,[0],[0],[0],1117,[],[],[],[],[],[],[]
1118,0,[0],[0],[0],1118,[],[],[],[],[],[],[]
1119,0,[0],[0],[0],1119,[],[],[],[],[],[],[]
1120,0,[0],[0],[0],1120,[],[],[],[],[],[],[]
1121,0,[0],[0],[0],1121,[],[],[],[],[],[],[]
1122,0,[0],[0],[0],1122,[],[],[],[],[],[],[]
1123,0,[0],[0],[0],1123,[],[],[],[],[],[],[]
1124,0,[0],[0],[0],1124,[],[],[],[],[],[],[]
1125,0,[0],[0],[0],1125,[],[],[],[],[],[],[]
1126,0,[0],[0],[0],1126,[],[],[],[],[],[],[]
1127,0,[0],[0],[0],1127,[],[],[],[],[],[],[]
1128,0,[0],[0],[0],1128,[],[],[],[],[],[],[]
1129,0,[0],[0],[0],1129,[],[],[],[],[],[],[]
1130,0,[0],[0],[0],1130,[],[],[],[],[],[],[]
1131,0,[0],[0],[0],1131,[],[],[],[],[],[],[]
1132,0,[0],[0],[0],1132,[],[],[],[],[],[],[]
1133,0,[0],[0],[0],1133,[],[],[],[],[],[],[]
1134,0,[0],[0],[0],1134,[],[],[],[],[],[],[]
1135,0,[0],[0],[0],1135,[],[],[],[],[],[],[]
1136,0,[0],[0],[0],1136,[],[],[],[],[],[],[]
1137,0,[0],[0],[0],1137,[],[],[],[],[],[],[]
1138,0,[0],[0],[0],1138,[],[],[],[],[],[],[]
1139,0,[0],[0],[0],1139,[],[],[],[],[],[],[]
1140,0,[0],[0],[0],1140,[],[],[],[],[],[],[]
1141,0,[0],[0],[0],1141,[],[],[],[],[],[],[]
1142,0,[0],[0],[0],1142,[],[],[],[],[],[],[]
1143,0,[0],[0],[0],1143,[],[],[],[],[],[],[]
1144,0,[0],[0],[0],1144,[],[],[],[],[],[],[]
1145,0,[0],[0],[0],1145,[],[],[],[],[],[],[]
1146,0,[0],[0],[0],1146,[],[],[],[],[],[],[]
1147,0,[0],[0],[0],1147,[],[],[],[],[],[],[]
1148,0,[0],[0],[0],1148,[],[],[],[],[],[],[]
1149,0,[0],[0],[0],1149,[],[],[],[],[],[],[]
1150,0,[0],[0],[0],1150,[],[],[],[],[],[],[]
1151,0,[0],[0],[0],1151,[],[],[],[],[],[],[]
1152,0,[0],[0],[0],1152,[],[],[],[],[],[],[]
1153,0,[0],[0],[0],1153,[],[],[],[],[],[],[]
1154,0,[0],[0],[0],1154,[],[],[],[],[],[],[]
1155,0,[0],[0],[0],1155,[],[],[],[],[],[],[]
1156,0,[0],[0],[0],1156,[],[],[],[],[],[],[]
1157,0,[0],[0],[0],1157,[],[],[],[],[],[],[]
1158,0,[0],[0],[0],1158,[],[],[],[],[],[],[]
1159,0,[0],[0],[0],1159,[],[],[],[],[],[],[]
1160,0,[0],[0],[0],1160,[],[],[],[],[],[],[]
1161,0,[0],[0],[0],1161,[],[],[],[],[],[],[]
1162,0,[0],[0],[0],1162,[],[],[],[],[],[],[]
1163,0,[0],[0],[0],1163,[],[],[],[],[],[],[]
1164,0,[0],[0],[0],1164,[],[],[],[],[],[],[]
1165,0,[0],[0],[0],1165,[],[],[],[],[],[],[]
1166,0,[0],[0],[0],1166,[],[],[],[],[],[],[]
1167,0,[0],[0],[0],1167,[],[],[],[],[],[],[]
1168,0,[0],[0],[0],1168,[],[],[],[],[],[],[]
1169,0,[0],[0],[0],1169,[],[],[],[],[],[],[]
1170,0,[0],[0],[0],1170,[],[],[],[],[],[],[]
1171,0,[0],[0],[0],1171,[],[],[],[],[],[],[]
1172,0,[0],[0],[0],1172,[],[],[],[],[],[],[]
1173,0,[0],[0],[0],1173,[],[],[],[],[],[],[]
1174,0,[0],[0],[0],1174,[],[],[],[],[],[],[]
1175,0,[0],[0],[0],1175,[],[],[],[],[],[],[]
1176,0,[0],[0],[0],1176,[],[],[],[],[],[],[]
1177,0,[0],[0],[0],1177,[],[],[],[],[],[],[]
1178,0,[0],[0],[0],1178,[],[],[],[],[],[],[]
1179,0,[0],[0],[0],1179,[],[],[],[],[],[],[]
1180,0,[0],[0],[0],1180,[],[],[],[],[],[],[]
1181,0,[0],[0],[0],1181,[],[],[],[],[],[],[]
1182,0,[0],[0],[0],1182,[],[],[],[],[],[],[]
1183,0,[0],[0],[0],1183,[],[],[],[],[],[],[]
1184,0,[0],[0],[0],1184,[],[],[],[],[],[],[]
1185,0,[0],[0],[0],1185,[],[],[],[],[],[],[]
1186,0,[0],[0],[0],1186,[],[],[],[],[],[],[]
1187,0,[0],[0],[0],1187,[],[],[],[],[],[],[]
1188,0,[0],[0],[0],1188,[],[],[],[],[],[],[]
1189,0,[0],[0],[0],1189,[],[],[],[],[],[],[]
1190,0,[0],[0],[0],1190,[],[],[],[],[],[],[]
1191,0,[0],[0],[0],1191,[],[],[],[],[],[],[]
1192,0,[0],[0],[0],1192,[],[],[],[],[],[],[]
1193,0,[0],[0],[0],1193,[],[],[],[],[],[],[]
1194,0,[0],[0],[0],1194,[],[],[],[],[],[],[]
1195,0,[0],[0],[0],1195,[],[],[],[],[],[],[]
1196,0,[0],[0],[0],1196,[],[],[],[],[],[],[]
1197,0,[0],[0],[0],1197,[],[],[],[],[],[],[]
1198,0,[0],[0],[0],1198,[],[],[],[],[],[],[]
1199,0,[0],[0],[0],1199,[],[],[],[],[],[],[]
1200,0,[0],[0],[0],1200,[],[],[],[],[],[],[]
1201,0,[0],[0],[0],1201,[],[],[],[],[],[],[]
1202,0,[0],[0],[0],1202,[],[],[],[],[],[],[]
1203,0,[0],[0],[0],1203,[],[],[],[],[],[],[]
1204,0,[0],[0],[0],1204,[],[],[],[],[],[],[]
1205,0,[0],[0],[0],1205,[],[],[],[],[],[],[]
1206,0,[0],[0],[0],1206,[],[],[],[],[],[],[]
1207,0,[0],[0],[0],1207,[],[],[],[],[],[],[]
1208,0,[0],[0],[0],1208,[],[],[],[],[],[],[]
1209,0,[0],[0],[0],1209,[],[],[],[],[],[],[]
1210,0,[0],[0],[0],1210,[],[],[],[],[],[],[]
1211,0,[0],[0],[0],1211,[],[],[],[],[],[],[]
1212,0,[0],[0],[0],1212,[],[],[],[],[],[],[]
1213,0,[0],[0],[0],1213,[],[],[],[],[],[],[]
1214,0,[0],[0],[0],1214,[],[],[],[],[],[],[]
1215,0,[0],[0],[0],1215,[],[],[],[],[],[],[]
1216,0,[0],[0],[0],1216,[],[],[],[],[],[],[]
1217,0,[0],[0],[0],1217,[],[],[],[],[],[],[]
1218,0,[0],[0],[0],1218,[],[],[],[],[],[],[]
1219,0,[0],[0],[0],1219,[],[],[],[],[],[],[]
1220,0,[0],[0],[0],1220,[],[],[],[],[],[],[]
1221,0,[0],[0],[0],1221,[],[],[],[],[],[],[]
1222,0,[0],[0],[0],1222,[],[],[],[],[],[],[]
1223,0,[0],[0],[0],1223,[],[],[],[],[],[],[]
1224,0,[0],[0],[0],1224,[],[],[],[],[],[],[]
1225,0,[0],[0],[0],1225,[],[],[],[],[],[],[]
1226,0,[0],[0],[0],1226,[],[],[],[],[],[],[]
1227,0,[0],[0],[0],1227,[],[],[],[],[],[],[]
1228,0,[0],[0],[0],1228,[],[],[],[],[],[],[]
1229,0,[0],[0],[0],1229,[],[],[],[],[],[],[]
1230,0,[0],[0],[0],1230,[],[],[],[],[],[],[]
1231,0,[0],[0],[0],1231,[],[],[],[],[],[],[]
1232,0,[0],[0],[0],1232,[],[],[],[],[],[],[]
1233,0,[0],[0],[0],1233,[],[],[],[],[],[],[]
1234,0,[0],[0],[0],1234,[],[],[],[],[],[],[]
1235,1,[9.8997 ],[5.6241 ],[0.6630 ],1235,"[(1411.0000, 240.0000)]","[(1130.0000, 180.0000)]",[4.920737],[4.920737],[17.170590],[4.920737],[0.000000]
1236,1,[9.2042 ],[6.1974 ],[1.0840 ],1236,"[(1389.0000, 213.0000)]","[(1116.0000, 157.0000)]",[3.365329],[33.045642],[16.341586],[3.365329],[59.360624]
1237,1,[10.2019 ],[4.3429 ],[0.8029 ],1237,"[(1380.0000, 202.0000)]","[(1096.0000, 146.0000)]",[0.937111],[18.676600],[12.622046],[0.937111],[35.478978]
1238,1,[10.7979 ],[3.0403 ],[0.7782 ],1238,"[(1372.0000, 180.0000)]","[(1082.0000, 131.0000)]",[1.584790],[22.570286],[15.399717],[1.584790],[41.970991]
1239,0,[0],[0],[0],1239,[],[],[],[],[],[],[]
1240,1,[10.3766 ],[3.0898 ],[1.0908 ],1240,"[(1350.0000, 150.0000)]","[(1063.0000, 116.0000)]",[11.193515],[11.193515],[24.867555],[11.193515],[0.000000]
1241,0,[0],[0],[0],1241,[],[],[],[],[],[],[]
1242,0,[0],[0],[0],1242,[],[],[],[],[],[],[]
1243,0,[0],[0],[0],1243,[],[],[],[],[],[],[]
1244,0,[0],[0],[0],1244,[],[],[],[],[],[],[]
1245,0,[0],[0],[0],1245,[],[],[],[],[],[],[]
1246,0,[0],[0],[0],1246,[],[],[],[],[],[],[]
1247,0,[0],[0],[0],1247,[],[],[],[],[],[],[]
1248,1,[9.4131 ],[2.7640 ],[2.0306 ],1248,"[(1285.0000, 75.0000)]","[(1004.0000, 41.0000)]",[2.208007],[2.208007],[13.929540],[2.208007],[0.000000]
1249,1,[9.7657 ],[2.1223 ],[2.1375 ],1249,"[(1293.0000, 60.0000)]","[(1006.0000, 30.0000)]",[0.566992],[14.622411],[16.877497],[0.566992],[28.110838]
1250,1,[10.4268 ],[0.9529 ],[2.2300 ],1250,"[(1305.0000, 45.0000)]","[(1009.0000, 18.0000)]",[2.304138],[18.248811],[18.852174],[2.304138],[31.889346]
1251,1,[9.9780 ],[1.9291 ],[2.4181 ],1251,"[(1310.0000, 37.0000)]","[(1015.0000, 7.0000)]",[0.850809],[11.932684],[16.046101],[0.850809],[22.163750]
1252,1,[9.3612 ],[3.3270 ],[2.5347 ],1252,"[(1316.0000, 30.0000)]","[(1026.0000, 7.0000)]",[6.903842],[17.014739],[23.523697],[6.903842],[20.221795]
1253,0,[0],[0],[0],1253,[],[],[],[],[],[],[]
1254,0,[0],[0],[0],1254,[],[],[],[],[],[],[]
1255,1,[4.7647 ],[12.3666 ],[2.9548 ],1255,"[(1335.0000, 7.0000)]","[(1060.0000, 93.0000)]",[527.320939],[527.320939],[130.516041],[527.320939],[0.000000]
1256,0,[0],[0],[0],1256,[],[],[],[],[],[],[]
1257,0,[0],[0],[0],1257,[],[],[],[],[],[],[]
1258,0,[0],[0],[0],1258,[],[],[],[],[],[],[]
1259,0,[0],[0],[0],1259,[],[],[],[],[],[],[]
1260,0,[0],[0],[0],1260,[],[],[],[],[],[],[]
1261,0,[0],[0],[0],1261,[],[],[],[],[],[],[]
1262,0,[0],[0],[0],1262,[],[],[],[],[],[],[]
1263,0,[0],[0],[0],1263,[],[],[],[],[],[],[]
1264,0,[0],[0],[0],1264,[],[],[],[],[],[],[]
1265,0,[0],[0],[0],1265,[],[],[],[],[],[],[]
1266,0,[0],[0],[0],1266,[],[],[],[],[],[],[]
1267,0,[0],[0],[0],1267,[],[],[],[],[],[],[]
1268,0,[0],[0],[0],1268,[],[],[],[],[],[],[]
1269,0,[0],[0],[0],1269,[],[],[],[],[],[],[]
1270,0,[0],[0],[0],1270,[],[],[],[],[],[],[]
1271,0,[0],[0],[0],1271,[],[],[],[],[],[],[]
1272,0,[0],[0],[0],1272,[],[],[],[],[],[],[]
1273,0,[0],[0],[0],1273,[],[],[],[],[],[],[]
1274,0,[0],[0],[0],1274,[],[],[],[],[],[],[]
1275,0,[0],[0],[0],1275,[],[],[],[],[],[],[]
1276,0,[0],[0],[0],1276,[],[],[],[],[],[],[]
1277,1,[8.4027 ],[7.0817 ],[2.6768 ],1277,"[(1423.0000, 41.0000)]","[(1133.0000, 11.0000)]",[10.636765],[10.636765],[26.813060],[10.636765],[0.000000]
1278,1,[8.5904 ],[6.8496 ],[2.5728 ],1278,"[(1425.0000, 56.0000)]","[(1133.0000, 18.0000)]",[3.887210],[14.947371],[20.290722],[3.887210],[22.120323]
1279,1,[8.6946 ],[6.7549 ],[2.4354 ],1279,"[(1425.0000, 75.0000)]","[(1133.0000, 30.0000)]",[1.142223],[16.705265],[15.229128],[1.142223],[31.126084]
1280,1,[8.3725 ],[7.3456 ],[2.3539 ],1280,"[(1423.0000, 93.0000)]","[(1139.0000, 45.0000)]",[1.223984],[18.237842],[14.760356],[1.223984],[34.027715]
1281,1,[8.4281 ],[7.3527 ],[2.2017 ],1281,"[(1423.0000, 112.0000)]","[(1141.0000, 63.0000)]",[0.454182],[18.811061],[15.889741],[0.454182],[36.713758]
1282,1,[8.4129 ],[7.4264 ],[2.0702 ],1282,"[(1420.0000, 131.0000)]","[(1141.0000, 78.0000)]",[1.191636],[18.259915],[13.961162],[1.191636],[34.136558]
1283,1,[8.3103 ],[7.6671 ],[1.9288 ],1283,"[(1417.0000, 150.0000)]","[(1144.0000, 101.0000)]",[5.979895],[26.870568],[20.110387],[5.979895],[41.781346]
1284,1,[8.8095 ],[7.0788 ],[1.6297 ],1284,"[(1423.0000, 176.0000)]","[(1144.0000, 120.0000)]",[2.132644],[24.335331],[16.031283],[2.132644],[44.405375]
1285,1,[8.6701 ],[7.3299 ],[1.4974 ],1285,"[(1417.0000, 198.0000)]","[(1144.0000, 138.0000)]",[1.067916],[21.198654],[14.580378],[1.067916],[40.261476]
1286,1,[8.4170 ],[7.7505 ],[1.3745 ],1286,"[(1409.0000, 228.0000)]","[(1144.0000, 157.0000)]",[6.085937],[30.673309],[7.426589],[6.085937],[49.174743]
1287,1,[8.3663 ],[7.8855 ],[1.2016 ],1287,"[(1403.0000, 251.0000)]","[(1144.0000, 180.0000)]",[2.749396],[25.512495],[9.966812],[2.749396],[45.526200]
1288,1,[8.4814 ],[7.8217 ],[0.9435 ],1288,"[(1400.0000, 277.0000)]","[(1144.0000, 206.0000)]",[1.039231],[26.213005],[12.859162],[1.039231],[50.347547]
1289,1,[8.4190 ],[7.9962 ],[0.7916 ],1289,"[(1397.0000, 307.0000)]","[(1144.0000, 221.0000)]",[10.073764],[31.851538],[2.204437],[10.073764],[43.555548]
1290,1,[8.1074 ],[8.5014 ],[0.6316 ],1290,"[(1383.0000, 345.0000)]","[(1144.0000, 255.0000)]",[8.483384],[44.415644],[2.832451],[8.483384],[71.864519]
1291,1,[8.1932 ],[8.5372 ],[0.4334 ],1291,"[(1386.0000, 363.0000)]","[(1150.0000, 281.0000)]",[3.628143],[25.006457],[13.375784],[3.628143],[42.756628]
1292,1,[8.5830 ],[8.0545 ],[0.2715 ],1292,"[(1395.0000, 356.0000)]","[(1150.0000, 281.0000)]",[9.937876],[15.638535],[19.155421],[9.937876],[11.401318]
1293,1,[8.9136 ],[7.6120 ],[0.2205 ],1293,"[(1403.0000, 348.0000)]","[(1150.0000, 266.0000)]",[1.462009],[14.217512],[11.729804],[1.462009],[25.511007]
1294,1,[8.5935 ],[8.0057 ],[0.4801 ],1294,"[(1403.0000, 337.0000)]","[(1153.0000, 255.0000)]",[0.221649],[10.966176],[10.844924],[0.221649],[21.489054]
1295,1,[3.5437 ],[14.9676 ],[2.8807 ],1295,"[(1411.0000, 322.0000)]","[(1403.0000, 738.0000)]",[1245.490560],[1515.833116],[517.810757],[1245.490560],[540.685111]
1296,0,[0],[0],[0],1296,[],[],[],[],[],[],[]
1297,0,[0],[0],[0],1297,[],[],[],[],[],[],[]
1298,0,[0],[0],[0],1298,[],[],[],[],[],[],[]
1299,0,[0],[0],[0],1299,[],[],[],[],[],[],[]
1300,0,[0],[0],[0],1300,[],[],[],[],[],[],[]
1301,0,[0],[0],[0],1301,[],[],[],[],[],[],[]
1302,0,[0],[0],[0],1302,[],[],[],[],[],[],[]
1303,0,[0],[0],[0],1303,[],[],[],[],[],[],[]
1304,0,[0],[0],[0],1304,[],[],[],[],[],[],[]
1305,0,[0],[0],[0],1305,[],[],[],[],[],[],[]
1306,0,[0],[0],[0],1306,[],[],[],[],[],[],[]
1307,0,[0],[0],[0],1307,[],[],[],[],[],[],[]
1308,0,[0],[0],[0],1308,[],[],[],[],[],[],[]
1309,0,[0],[0],[0],1309,[],[],[],[],[],[],[]
1310,0,[0],[0],[0],1310,[],[],[],[],[],[],[]
1311,0,[0],[0],[0],1311,[],[],[],[],[],[],[]
1312,1,[4.2936 ],[14.4601 ],[1.7903 ],1312,"[(1347.0000, 802.0000)]","[(1344.0000, 813.0000)]",[308.127730],[308.127730],[199.852393],[308.127730],[0.000000]
1313,1,[4.3613 ],[14.4213 ],[1.7474 ],1313,"[(1350.0000, 806.0000)]","[(1361.0000, 798.0000)]",[270.674391],[284.350528],[186.339334],[270.674391],[27.352275]
1314,1,[4.3893 ],[14.4102 ],[1.7530 ],1314,"[(1350.0000, 806.0000)]","[(1380.0000, 783.0000)]",[243.497887],[255.474632],[176.177624],[243.497887],[23.953489]
1315,0,[0],[0],[0],1315,[],[],[],[],[],[],[]
1316,0,[0],[0],[0],1316,[],[],[],[],[],[],[]
1317,0,[0],[0],[0],1317,[],[],[],[],[],[],[]
1318,0,[0],[0],[0],1318,[],[],[],[],[],[],[]
1319,0,[0],[0],[0],1319,[],[],[],[],[],[],[]
1320,0,[0],[0],[0],1320,[],[],[],[],[],[],[]
1321,0,[0],[0],[0],1321,[],[],[],[],[],[],[]
1322,0,[0],[0],[0],1322,[],[],[],[],[],[],[]
1323,0,[0],[0],[0],1323,[],[],[],[],[],[],[]
1324,0,[0],[0],[0],1324,[],[],[],[],[],[],[]
1325,0,[0],[0],[0],1325,[],[],[],[],[],[],[]
1326,0,[0],[0],[0],1326,[],[],[],[],[],[],[]
1327,0,[0],[0],[0],1327,[],[],[],[],[],[],[]
1328,0,[0],[0],[0],1328,[],[],[],[],[],[],[]
1329,0,[0],[0],[0],1329,[],[],[],[],[],[],[]
1330,0,[0],[0],[0],1330,[],[],[],[],[],[],[]
1331,0,[0],[0],[0],1331,[],[],[],[],[],[],[]
1332,0,[0],[0],[0],1332,[],[],[],[],[],[],[]
1333,0,[0],[0],[0],1333,[],[],[],[],[],[],[]
1334,0,[0],[0],[0],1334,[],[],[],[],[],[],[]
1335,0,[0],[0],[0],1335,[],[],[],[],[],[],[]
1336,0,[0],[0],[0],1336,[],[],[],[],[],[],[]
1337,0,[0],[0],[0],1337,[],[],[],[],[],[],[]
1338,0,[0],[0],[0],1338,[],[],[],[],[],[],[]
1339,0,[0],[0],[0],1339,[],[],[],[],[],[],[]
1340,0,[0],[0],[0],1340,[],[],[],[],[],[],[]
1341,0,[0],[0],[0],1341,[],[],[],[],[],[],[]
1342,0,[0],[0],[0],1342,[],[],[],[],[],[],[]
1343,0,[0],[0],[0],1343,[],[],[],[],[],[],[]
1344,0,[0],[0],[0],1344,[],[],[],[],[],[],[]
1345,0,[0],[0],[0],1345,[],[],[],[],[],[],[]
1346,0,[0],[0],[0],1346,[],[],[],[],[],[],[]
1347,0,[0],[0],[0],1347,[],[],[],[],[],[],[]
1348,0,[0],[0],[0],1348,[],[],[],[],[],[],[]
1349,0,[0],[0],[0],1349,[],[],[],[],[],[],[]
1350,0,[0],[0],[0],1350,[],[],[],[],[],[],[]
1351,0,[0],[0],[0],1351,[],[],[],[],[],[],[]
1352,0,[0],[0],[0],1352,[],[],[],[],[],[],[]
1353,0,[0],[0],[0],1353,[],[],[],[],[],[],[]
1354,0,[0],[0],[0],1354,[],[],[],[],[],[],[]
1355,0,[0],[0],[0],1355,[],[],[],[],[],[],[]
1356,0,[0],[0],[0],1356,[],[],[],[],[],[],[]
1357,0,[0],[0],[0],1357,[],[],[],[],[],[],[]
1358,0,[0],[0],[0],1358,[],[],[],[],[],[],[]
1359,0,[0],[0],[0],1359,[],[],[],[],[],[],[]
1360,0,[0],[0],[0],1360,[],[],[],[],[],[],[]
1361,0,[0],[0],[0],1361,[],[],[],[],[],[],[]
1362,0,[0],[0],[0],1362,[],[],[],[],[],[],[]
1363,0,[0],[0],[0],1363,[],[],[],[],[],[],[]
1364,0,[0],[0],[0],1364,[],[],[],[],[],[],[]
1365,0,[0],[0],[0],1365,[],[],[],[],[],[],[]
1366,0,[0],[0],[0],1366,[],[],[],[],[],[],[]
1367,0,[0],[0],[0],1367,[],[],[],[],[],[],[]
1368,0,[0],[0],[0],1368,[],[],[],[],[],[],[]
1369,0,[0],[0],[0],1369,[],[],[],[],[],[],[]
1370,0,[0],[0],[0],1370,[],[],[],[],[],[],[]
1371,0,[0],[0],[0],1371,[],[],[],[],[],[],[]
1372,0,[0],[0],[0],1372,[],[],[],[],[],[],[]
1373,0,[0],[0],[0],1373,[],[],[],[],[],[],[]
1374,0,[0],[0],[0],1374,[],[],[],[],[],[],[]
1375,0,[0],[0],[0],1375,[],[],[],[],[],[],[]
1376,0,[0],[0],[0],1376,[],[],[],[],[],[],[]
1377,0,[0],[0],[0],1377,[],[],[],[],[],[],[]
1378,0,[0],[0],[0],1378,[],[],[],[],[],[],[]
1379,0,[0],[0],[0],1379,[],[],[],[],[],[],[]
1380,0,[0],[0],[0],1380,[],[],[],[],[],[],[]
1381,0,[0],[0],[0],1381,[],[],[],[],[],[],[]
1382,0,[0],[0],[0],1382,[],[],[],[],[],[],[]
1383,0,[0],[0],[0],1383,[],[],[],[],[],[],[]
1384,0,[0],[0],[0],1384,[],[],[],[],[],[],[]
1385,0,[0],[0],[0],1385,[],[],[],[],[],[],[]
1386,0,[0],[0],[0],1386,[],[],[],[],[],[],[]
1387,0,[0],[0],[0],1387,[],[],[],[],[],[],[]
1388,0,[0],[0],[0],1388,[],[],[],[],[],[],[]
1389,0,[0],[0],[0],1389,[],[],[],[],[],[],[]
1390,0,[0],[0],[0],1390,[],[],[],[],[],[],[]
1391,0,[0],[0],[0],1391,[],[],[],[],[],[],[]
1392,0,[0],[0],[0],1392,[],[],[],[],[],[],[]
1393,0,[0],[0],[0],1393,[],[],[],[],[],[],[]
1394,0,[0],[0],[0],1394,[],[],[],[],[],[],[]
1395,0,[0],[0],[0],1395,[],[],[],[],[],[],[]
1396,0,[0],[0],[0],1396,[],[],[],[],[],[],[]
1397,0,[0],[0],[0],1397,[],[],[],[],[],[],[]
1398,0,[0],[0],[0],1398,[],[],[],[],[],[],[]
1399,0,[0],[0],[0],1399,[],[],[],[],[],[],[]
1400,0,[0],[0],[0],1400,[],[],[],[],[],[],[]
1401,0,[0],[0],[0],1401,[],[],[],[],[],[],[]
1402,0,[0],[0],[0],1402,[],[],[],[],[],[],[]
1403,0,[0],[0],[0],1403,[],[],[],[],[],[],[]
1404,0,[0],[0],[0],1404,[],[],[],[],[],[],[]
1405,0,[0],[0],[0],1405,[],[],[],[],[],[],[]
1406,0,[0],[0],[0],1406,[],[],[],[],[],[],[]
1407,0,[0],[0],[0],1407,[],[],[],[],[],[],[]
1408,0,[0],[0],[0],1408,[],[],[],[],[],[],[]
1409,0,[0],[0],[0],1409,[],[],[],[],[],[],[]
1410,0,[0],[0],[0],1410,[],[],[],[],[],[],[]
1411,0,[0],[0],[0],1411,[],[],[],[],[],[],[]
1412,0,[0],[0],[0],1412,[],[],[],[],[],[],[]
1413,0,[0],[0],[0],1413,[],[],[],[],[],[],[]
1414,0,[0],[0],[0],1414,[],[],[],[],[],[],[]
1415,0,[0],[0],[0],1415,[],[],[],[],[],[],[]
1416,0,[0],[0],[0],1416,[],[],[],[],[],[],[]
1417,0,[0],[0],[0],1417,[],[],[],[],[],[],[]
1418,0,[0],[0],[0],1418,[],[],[],[],[],[],[]
1419,0,[0],[0],[0],1419,[],[],[],[],[],[],[]
1420,0,[0],[0],[0],1420,[],[],[],[],[],[],[]
1421,0,[0],[0],[0],1421,[],[],[],[],[],[],[]
1422,0,[0],[0],[0],1422,[],[],[],[],[],[],[]
1423,0,[0],[0],[0],1423,[],[],[],[],[],[],[]
1424,0,[0],[0],[0],1424,[],[],[],[],[],[],[]
1425,0,[0],[0],[0],1425,[],[],[],[],[],[],[]
1426,0,[0],[0],[0],1426,[],[],[],[],[],[],[]
1427,0,[0],[0],[0],1427,[],[],[],[],[],[],[]
1428,0,[0],[0],[0],1428,[],[],[],[],[],[],[]
1429,0,[0],[0],[0],1429,[],[],[],[],[],[],[]
1430,0,[0],[0],[0],1430,[],[],[],[],[],[],[]
1431,0,[0],[0],[0],1431,[],[],[],[],[],[],[]
