Frame,Visibility,X,Y,Z,Original_Frame,Point_Coordinates_Camera1,Point_Coordinates_Camera2,Point_Costs_Formula1,Point_Costs_Formula2,Point_Costs_Epipolar,Point_Costs_Reprojection,Point_Costs_Temporal
12993,0,[0],[0],[0],12993,[],[],[],[],[],[],[]
12994,0,[0],[0],[0],12994,[],[],[],[],[],[],[]
12995,0,[0],[0],[0],12995,[],[],[],[],[],[],[]
12996,0,[0],[0],[0],12996,[],[],[],[],[],[],[]
12997,0,[0],[0],[0],12997,[],[],[],[],[],[],[]
12998,1,[8.9191 ],[0.1049 ],[0.6886 ],12998,"[(1150.0000, 153.0000)]","[(894.0000, 112.0000)]",[13.676881],[13.676881],[1.159212],[13.676881],[0.000000]
12999,0,[0],[0],[0],12999,[],[],[],[],[],[],[]
13000,0,[0],[0],[0],13000,[],[],[],[],[],[],[]
13001,1,[5.3983 ],[5.2809 ],[0.3735 ],13001,"[(970.0000, 255.0000)]","[(787.0000, 225.0000)]",[9.553640],[9.553640],[3.204141],[9.553640],[0.000000]
13002,1,[5.5554 ],[4.8670 ],[0.3564 ],13002,"[(978.0000, 247.0000)]","[(790.0000, 217.0000)]",[9.421255],[18.738967],[3.482083],[9.421255],[18.635424]
13003,1,[5.8856 ],[4.0062 ],[0.1947 ],13003,"[(992.0000, 243.0000)]","[(795.0000, 210.0000)]",[12.312613],[23.166945],[1.067047],[12.312613],[21.708664]
13004,1,[6.1319 ],[3.4380 ],[0.0604 ],13004,"[(1001.0000, 240.0000)]","[(801.0000, 210.0000)]",[8.485267],[15.755622],[4.476571],[8.485267],[14.540709]
13005,1,[6.0398 ],[4.2080 ],[0.3376 ],13005,"[(1009.0000, 236.0000)]","[(810.0000, 202.0000)]",[11.503393],[21.357680],[1.867151],[11.503393],[19.708575]
13006,1,[6.2645 ],[3.5383 ],[0.2460 ],13006,"[(1015.0000, 228.0000)]","[(812.0000, 198.0000)]",[7.440426],[14.248283],[5.664959],[7.440426],[13.615715]
13007,1,[6.1020 ],[4.3919 ],[0.5024 ],13007,"[(1020.0000, 228.0000)]","[(818.0000, 191.0000)]",[13.982009],[20.662581],[0.090824],[13.982009],[13.361144]
13008,0,[0],[0],[0],13008,[],[],[],[],[],[],[]
13009,0,[0],[0],[0],13009,[],[],[],[],[],[],[]
13010,0,[0],[0],[0],13010,[],[],[],[],[],[],[]
13011,0,[0],[0],[0],13011,[],[],[],[],[],[],[]
13012,0,[0],[0],[0],13012,[],[],[],[],[],[],[]
13013,0,[0],[0],[0],13013,[],[],[],[],[],[],[]
13014,0,[0],[0],[0],13014,[],[],[],[],[],[],[]
13015,1,[5.8533 ],[6.0912 ],[1.3207 ],13015,"[(1043.0000, 187.0000)]","[(846.0000, 153.0000)]",[8.148825],[8.148825],[5.746150],[8.148825],[0.000000]
13016,1,"[5.8504, 8.8494 ]","[6.0558, 1.1143 ]","[1.3115, 1.2021 ]",13016,"[(1043.0000, 191.0000), (1178.0000, 131.0000)]","[(843.0000, 150.0000), (914.0000, 86.0000)]","[15.805839, 17.243769]","[19.703391, 131.931879]","[1.166166, 1.655139]","[15.805839, 17.243769]","[7.795105, 229.376221]"
13017,1,"[5.8944, 8.7747 ]","[5.8960, 1.5031 ]","[1.2988, 1.0372 ]",13017,"[(1043.0000, 187.0000), (1178.0000, 146.0000)]","[(843.0000, 150.0000), (919.0000, 101.0000)]","[11.658079, 15.726894]","[13.559597, 30.415664]","[2.524759, 0.412559]","[11.658079, 15.726894]","[3.803037, 29.377539]"
13018,1,"[-5.4235, 4.6018 ]","[37.9545, 10.8653 ]","[7.4055, 2.3689 ]",13018,"[(1178.0000, 161.0000), (1043.0000, 183.0000)]","[(846.0000, 146.0000), (922.0000, 120.0000)]","[3.791148, 25.266084]","[51.647598, 67.177949]","[17.757317, 10.434761]","[3.791148, 25.266084]","[95.712899, 83.823730]"
13019,1,"[-6.2373, 4.6301 ]","[40.0036, 10.7887 ]","[7.9833, 2.3363 ]",13019,"[(1175.0000, 176.0000), (1043.0000, 183.0000)]","[(849.0000, 146.0000), (922.0000, 127.0000)]","[9.491598, 18.259494]","[18.246951, 21.573708]","[4.807077, 3.890616]","[9.491598, 18.259494]","[17.510705, 6.628428]"
13020,1,"[4.6237, -5.0177 ]","[10.8339, 36.5344 ]","[2.3339, 7.3945 ]",13020,"[(1043.0000, 183.0000), (1178.0000, 183.0000)]","[(925.0000, 131.0000), (852.0000, 146.0000)]","[13.878911, 15.785873]","[16.235163, 20.828684]","[0.272907, 1.131630]","[13.878911, 15.785873]","[4.712502, 10.085621]"
13021,1,"[-7.2924, 4.6172 ]","[42.2865, 10.8588 ]","[8.4928, 2.3292 ]",13021,"[(1181.0000, 176.0000), (1043.0000, 187.0000)]","[(855.0000, 150.0000), (925.0000, 131.0000)]","[4.869051, 17.670483]","[10.877696, 19.572192]","[9.192688, 3.404487]","[4.869051, 17.670483]","[12.017290, 3.803416]"
13022,1,"[-7.3306, 4.5630 ]","[42.4034, 10.9959 ]","[8.5050, 2.3568 ]",13022,"[(1181.0000, 172.0000), (1040.0000, 191.0000)]","[(855.0000, 153.0000), (925.0000, 127.0000)]","[1.724120, 25.373962]","[5.050536, 29.627576]","[15.567844, 10.699204]","[1.724120, 25.373962]","[6.652831, 8.507227]"
13023,1,"[5.5329, 9.1271 ]","[7.3106, 1.1268 ]","[1.4925, 0.6853 ]",13023,"[(1040.0000, 195.0000), (1186.0000, 165.0000)]","[(857.0000, 161.0000), (928.0000, 120.0000)]","[6.126219, 13.483484]","[44.024860, 55.577708]","[7.509965, 1.310741]","[6.126219, 13.483484]","[75.797283, 84.188448]"
13024,1,"[9.5339, 5.4021 ]","[0.2496, 7.8569 ]","[0.6877, 1.5443 ]",13024,"[(1192.0000, 153.0000), (1040.0000, 206.0000)]","[(930.0000, 112.0000), (863.0000, 165.0000)]","[10.183392, 11.774247]","[20.574364, 20.397497]","[4.629150, 1.973325]","[10.183392, 11.774247]","[20.781944, 17.246500]"
13025,1,"[9.7991, 5.3221 ]","[-0.4603, 8.0936 ]","[0.6612, 1.5562 ]",13025,"[(1192.0000, 146.0000), (1037.0000, 213.0000)]","[(928.0000, 108.0000), (863.0000, 168.0000)]","[7.950362, 15.494421]","[13.422793, 20.508577]","[6.877508, 1.567797]","[7.950362, 15.494421]","[10.944861, 10.028311]"
13026,1,[5.3320 ],[8.0541 ],[1.4964 ],13026,"[(1035.0000, 217.0000)]","[(863.0000, 176.0000)]",[11.248912],[17.122756],[2.252536],[11.248912],[11.747689]
13027,1,[5.3820 ],[7.9375 ],[1.3749 ],13027,"[(1035.0000, 228.0000)]","[(863.0000, 187.0000)]",[10.926295],[21.318998],[2.368222],[10.926295],[20.785406]
13028,1,[5.2698 ],[8.2663 ],[1.3483 ],13028,"[(1029.0000, 243.0000)]","[(863.0000, 198.0000)]",[14.263949],[27.068977],[0.993260],[14.263949],[25.610056]
13029,1,[5.1357 ],[8.6325 ],[1.3232 ],13029,"[(1020.0000, 258.0000)]","[(863.0000, 213.0000)]",[13.485683],[28.774211],[0.585153],[13.485683],[30.577056]
13030,0,[0],[0],[0],13030,[],[],[],[],[],[],[]
13031,0,[0],[0],[0],13031,[],[],[],[],[],[],[]
13032,1,[8.6025 ],[2.4683 ],[1.5486 ],13032,"[(1200.0000, 116.0000)]","[(939.0000, 75.0000)]",[11.655821],[11.655821],[4.055721],[11.655821],[0.000000]
13033,1,[8.5062 ],[2.7272 ],[1.5194 ],13033,"[(1200.0000, 123.0000)]","[(939.0000, 78.0000)]",[15.375827],[20.183092],[0.568919],[15.375827],[9.614531]
13034,1,[8.9819 ],[1.7596 ],[1.2220 ],13034,"[(1203.0000, 135.0000)]","[(939.0000, 90.0000)]",[14.575793],[26.224461],[0.959445],[14.575793],[23.297335]
13035,1,[9.9035 ],[-0.2891 ],[0.6527 ],13035,"[(1203.0000, 150.0000)]","[(936.0000, 108.0000)]",[10.906427],[26.818563],[4.011253],[10.906427],[31.824273]
13036,1,[10.8241 ],[-2.4663 ],[0.0174 ],13036,"[(1200.0000, 165.0000)]","[(930.0000, 123.0000)]",[10.687433],[25.747428],[3.929138],[10.687433],[30.119990]
13037,1,[10.2200 ],[-1.0919 ],[0.1369 ],13037,"[(1198.0000, 176.0000)]","[(928.0000, 127.0000)]",[17.163244],[24.663739],[2.342842],[17.163244],[15.000991]
13038,1,[8.5230 ],[2.8199 ],[0.7418 ],13038,"[(1192.0000, 191.0000)]","[(930.0000, 131.0000)]",[27.198613],[37.076631],[11.460029],[27.198613],[19.756036]
13039,1,[9.2023 ],[1.3253 ],[0.4146 ],13039,"[(1195.0000, 191.0000)]","[(930.0000, 135.0000)]",[22.551480],[25.877330],[7.810254],[22.551480],[6.651701]
13040,1,[4.8531 ],[6.9060 ],[1.2508 ],13040,"[(953.0000, 213.0000)]","[(779.0000, 183.0000)]",[10.336968],[199.739955],[3.075633],[10.336968],[378.805974]
13041,1,[4.9878 ],[5.9000 ],[0.9812 ],13041,"[(950.0000, 217.0000)]","[(767.0000, 187.0000)]",[12.264518],[20.580351],[1.359085],[12.264518],[16.631666]
13042,1,[4.9285 ],[5.9999 ],[0.9837 ],13042,"[(945.0000, 217.0000)]","[(765.0000, 191.0000)]",[8.284237],[12.729878],[4.953223],[8.284237],[8.891281]
13043,0,[0],[0],[0],13043,[],[],[],[],[],[],[]
13044,0,[0],[0],[0],13044,[],[],[],[],[],[],[]
13045,0,[0],[0],[0],13045,[],[],[],[],[],[],[]
13046,0,[0],[0],[0],13046,[],[],[],[],[],[],[]
13047,0,[0],[0],[0],13047,[],[],[],[],[],[],[]
13048,0,[0],[0],[0],13048,[],[],[],[],[],[],[]
13049,0,[0],[0],[0],13049,[],[],[],[],[],[],[]
13050,0,[0],[0],[0],13050,[],[],[],[],[],[],[]
13051,0,[0],[0],[0],13051,[],[],[],[],[],[],[]
13052,0,[0],[0],[0],13052,[],[],[],[],[],[],[]
13053,0,[0],[0],[0],13053,[],[],[],[],[],[],[]
13054,0,[0],[0],[0],13054,[],[],[],[],[],[],[]
13055,0,[0],[0],[0],13055,[],[],[],[],[],[],[]
13056,0,[0],[0],[0],13056,[],[],[],[],[],[],[]
13057,0,[0],[0],[0],13057,[],[],[],[],[],[],[]
13058,0,[0],[0],[0],13058,[],[],[],[],[],[],[]
13059,0,[0],[0],[0],13059,[],[],[],[],[],[],[]
13060,0,[0],[0],[0],13060,[],[],[],[],[],[],[]
13061,0,[0],[0],[0],13061,[],[],[],[],[],[],[]
13062,0,[0],[0],[0],13062,[],[],[],[],[],[],[]
13063,0,[0],[0],[0],13063,[],[],[],[],[],[],[]
13064,0,[0],[0],[0],13064,[],[],[],[],[],[],[]
13065,0,[0],[0],[0],13065,[],[],[],[],[],[],[]
13066,0,[0],[0],[0],13066,[],[],[],[],[],[],[]
13067,0,[0],[0],[0],13067,[],[],[],[],[],[],[]
13068,0,[0],[0],[0],13068,[],[],[],[],[],[],[]
13069,0,[0],[0],[0],13069,[],[],[],[],[],[],[]
13070,0,[0],[0],[0],13070,[],[],[],[],[],[],[]
13071,0,[0],[0],[0],13071,[],[],[],[],[],[],[]
13072,0,[0],[0],[0],13072,[],[],[],[],[],[],[]
13073,0,[0],[0],[0],13073,[],[],[],[],[],[],[]
13074,0,[0],[0],[0],13074,[],[],[],[],[],[],[]
13075,0,[0],[0],[0],13075,[],[],[],[],[],[],[]
13076,0,[0],[0],[0],13076,[],[],[],[],[],[],[]
13077,0,[0],[0],[0],13077,[],[],[],[],[],[],[]
13078,0,[0],[0],[0],13078,[],[],[],[],[],[],[]
13079,0,[0],[0],[0],13079,[],[],[],[],[],[],[]
13080,1,[3.7606 ],[6.3248 ],[-0.0248 ],13080,"[(829.0000, 311.0000)]","[(677.0000, 300.0000)]",[5.718983],[5.718983],[5.707549],[5.718983],[0.000000]
13081,1,[3.7487 ],[6.4926 ],[0.0586 ],13081,"[(829.0000, 311.0000)]","[(677.0000, 296.0000)]",[9.652120],[11.526802],[2.007914],[9.652120],[3.749363]
13082,1,[3.8004 ],[6.0546 ],[-0.0720 ],13082,"[(832.0000, 307.0000)]","[(677.0000, 296.0000)]",[5.658274],[8.021598],[5.839041],[5.658274],[4.726648]
13083,1,[3.7768 ],[6.2395 ],[0.0423 ],13083,"[(832.0000, 307.0000)]","[(675.0000, 288.0000)]",[14.291731],[18.154619],[1.859540],[14.291731],[7.725775]
13084,1,[3.7426 ],[6.4226 ],[0.1288 ],13084,"[(829.0000, 303.0000)]","[(675.0000, 288.0000)]",[9.747957],[12.131065],[2.054944],[9.747957],[4.766215]
13085,1,[3.7515 ],[6.0911 ],[0.0165 ],13085,"[(829.0000, 303.0000)]","[(672.0000, 288.0000)]",[10.296457],[11.711741],[1.605213],[10.296457],[2.830570]
13086,1,[3.7125 ],[6.3499 ],[0.1229 ],13086,"[(826.0000, 300.0000)]","[(672.0000, 288.0000)]",[7.104163],[9.123955],[4.559495],[7.104163],[4.039584]
13087,1,[3.7079 ],[6.4288 ],[0.1325 ],13087,"[(826.0000, 303.0000)]","[(672.0000, 288.0000)]",[10.194751],[11.623460],[1.649028],[10.194751],[2.857419]
13088,1,[3.6869 ],[6.3265 ],[0.0990 ],13088,"[(824.0000, 303.0000)]","[(669.0000, 288.0000)]",[10.680788],[13.039533],[1.228643],[10.680788],[4.717491]
13089,1,[3.6829 ],[6.3808 ],[0.1527 ],13089,"[(824.0000, 300.0000)]","[(669.0000, 285.0000)]",[10.567945],[13.402220],[1.367381],[10.567945],[5.668549]
13090,1,[3.7111 ],[6.1566 ],[0.0766 ],13090,"[(826.0000, 300.0000)]","[(669.0000, 285.0000)]",[10.642127],[11.585618],[1.336410],[10.642127],[1.886982]
13091,1,[3.6895 ],[6.0498 ],[0.0420 ],13091,"[(824.0000, 300.0000)]","[(666.0000, 285.0000)]",[11.141403],[13.499965],[0.918464],[11.141403],[4.717125]
13092,1,[3.6895 ],[6.0498 ],[0.0420 ],13092,"[(824.0000, 300.0000)]","[(666.0000, 285.0000)]",[11.141403],[11.141403],[0.918464],[11.141403],[0.000000]
13093,1,[3.6792 ],[5.9718 ],[0.0419 ],13093,"[(824.0000, 300.0000)]","[(663.0000, 281.0000)]",[16.368615],[18.712783],[3.228445],[16.368615],[4.688336]
13094,1,[3.6907 ],[5.7796 ],[0.0017 ],13094,"[(824.0000, 296.0000)]","[(663.0000, 281.0000)]",[11.582065],[13.486778],[0.658447],[11.582065],[3.809424]
13095,1,[3.6482 ],[6.1367 ],[0.1209 ],13095,"[(821.0000, 296.0000)]","[(663.0000, 281.0000)]",[11.436017],[12.851376],[0.708440],[11.436017],[2.830718]
13096,1,[3.6977 ],[5.4094 ],[-0.1201 ],13096,"[(824.0000, 296.0000)]","[(660.0000, 281.0000)]",[12.236622],[15.066808],[0.210496],[12.236622],[5.660373]
13097,0,[0],[0],[0],13097,[],[],[],[],[],[],[]
13098,0,[0],[0],[0],13098,[],[],[],[],[],[],[]
13099,0,[0],[0],[0],13099,[],[],[],[],[],[],[]
13100,0,[0],[0],[0],13100,[],[],[],[],[],[],[]
13101,0,[0],[0],[0],13101,[],[],[],[],[],[],[]
13102,0,[0],[0],[0],13102,[],[],[],[],[],[],[]
13103,0,[0],[0],[0],13103,[],[],[],[],[],[],[]
13104,0,[0],[0],[0],13104,[],[],[],[],[],[],[]
13105,0,[0],[0],[0],13105,[],[],[],[],[],[],[]
13106,0,[0],[0],[0],13106,[],[],[],[],[],[],[]
13107,0,[0],[0],[0],13107,[],[],[],[],[],[],[]
13108,0,[0],[0],[0],13108,[],[],[],[],[],[],[]
13109,0,[0],[0],[0],13109,[],[],[],[],[],[],[]
13110,0,[0],[0],[0],13110,[],[],[],[],[],[],[]
13111,0,[0],[0],[0],13111,[],[],[],[],[],[],[]
13112,1,[3.3044 ],[7.6694 ],[0.6177 ],13112,"[(815.0000, 270.0000)]","[(624.0000, 318.0000)]",[194.708263],[194.708263],[54.678070],[194.708263],[0.000000]
13113,0,[0],[0],[0],13113,[],[],[],[],[],[],[]
13114,0,[0],[0],[0],13114,[],[],[],[],[],[],[]
13115,0,[0],[0],[0],13115,[],[],[],[],[],[],[]
13116,0,[0],[0],[0],13116,[],[],[],[],[],[],[]
13117,0,[0],[0],[0],13117,[],[],[],[],[],[],[]
13118,0,[0],[0],[0],13118,[],[],[],[],[],[],[]
13119,0,[0],[0],[0],13119,[],[],[],[],[],[],[]
13120,1,[3.4722 ],[13.6448 ],[2.8369 ],13120,"[(824.0000, 247.0000)]","[(970.0000, 105.0000)]",[84.463441],[84.463441],[69.795892],[84.463441],[0.000000]
13121,0,[0],[0],[0],13121,[],[],[],[],[],[],[]
13122,0,[0],[0],[0],13122,[],[],[],[],[],[],[]
13123,0,[0],[0],[0],13123,[],[],[],[],[],[],[]
13124,0,[0],[0],[0],13124,[],[],[],[],[],[],[]
13125,0,[0],[0],[0],13125,[],[],[],[],[],[],[]
13126,1,[3.4864 ],[13.6048 ],[2.7783 ],13126,"[(824.0000, 258.0000)]","[(970.0000, 142.0000)]",[58.958295],[58.958295],[45.710603],[58.958295],[0.000000]
13127,1,[9.8341 ],[2.0786 ],[0.6629 ],13127,"[(1262.0000, 180.0000)]","[(992.0000, 127.0000)]",[13.409396],[236.353072],[1.355603],[13.409396],[445.887352]
13128,1,"[9.5776, 3.6141 ]","[3.1955, 5.0983 ]","[0.9185, 0.4097 ]",13128,"[(1285.0000, 176.0000), (821.0000, 247.0000)]","[(1015.0000, 123.0000), (646.0000, 232.0000)]","[11.000927, 12.550857]","[33.610000, 394.230924]","[3.737108, 0.786923]","[11.000927, 12.550857]","[45.218147, 763.360134]"
13129,1,"[10.8123, 3.5691 ]","[1.8602, 5.5722 ]","[0.6808, 0.5855 ]",13129,"[(1327.0000, 176.0000), (818.0000, 243.0000)]","[(1040.0000, 120.0000), (646.0000, 228.0000)]","[11.349750, 12.043590]","[44.182083, 16.297036]","[3.471582, 1.114108]","[11.349750, 12.043590]","[65.664666, 8.506891]"
13130,1,"[13.0064, 3.5317 ]","[-1.3090, 5.9310 ]","[0.0849, 0.6815 ]",13130,"[(1355.0000, 176.0000), (815.0000, 243.0000)]","[(1051.0000, 120.0000), (646.0000, 228.0000)]","[10.268840, 11.819442]","[29.592896, 13.234377]","[4.490184, 1.211174]","[10.268840, 11.819442]","[38.648112, 2.829870]"
13131,1,"[10.2688, 3.4778 ]","[4.3430, 6.1814 ]","[1.1225, 0.7658 ]",13131,"[(1397.0000, 176.0000), (810.0000, 240.0000)]","[(1105.0000, 120.0000), (644.0000, 228.0000)]","[3.126249, 8.655846]","[50.568057, 12.366123]","[11.179160, 4.038334]","[3.126249, 8.655846]","[94.883617, 7.420554]"
13132,1,"[12.8062, 3.4384 ]","[0.8523, 6.3381 ]","[0.5297, 0.8251 ]",13132,"[(1425.0000, 172.0000), (807.0000, 240.0000)]","[(1110.0000, 116.0000), (641.0000, 225.0000)]","[3.248925, 12.081121]","[21.245093, 15.485274]","[11.184964, 0.926621]","[3.248925, 12.081121]","[35.992337, 6.808305]"
13133,1,"[8.3314, 3.3756 ]","[7.7854, 6.6590 ]","[1.8465, 0.9111 ]",13133,"[(1425.0000, 172.0000), (801.0000, 240.0000)]","[(1150.0000, 105.0000), (638.0000, 225.0000)]","[9.145222, 12.261671]","[29.568428, 16.506429]","[5.860305, 0.688684]","[9.145222, 12.261671]","[40.846412, 8.489515]"
13134,1,[3.3468 ],[6.5365 ],[0.8645 ],13134,"[(798.0000, 240.0000)]","[(635.0000, 228.0000)]",[9.583593],[12.996090],[3.124424],[9.583593],[6.824995]
13135,1,[3.3141 ],[6.5494 ],[0.8694 ],13135,"[(795.0000, 240.0000)]","[(632.0000, 228.0000)]",[9.942819],[12.772245],[2.786880],[9.942819],[5.658852]
13136,1,[3.3159 ],[6.4565 ],[0.8076 ],13136,"[(795.0000, 243.0000)]","[(632.0000, 232.0000)]",[9.122095],[12.420486],[3.511674],[9.122095],[6.596780]
13137,1,[3.2741 ],[6.8965 ],[0.8853 ],13137,"[(790.0000, 247.0000)]","[(632.0000, 236.0000)]",[9.119758],[14.009965],[3.404386],[9.119758],[9.780414]
13138,1,[3.2471 ],[6.8337 ],[0.8125 ],13138,"[(787.0000, 251.0000)]","[(630.0000, 243.0000)]",[6.652749],[12.427592],[5.707482],[6.652749],[11.549686]
13139,1,[3.2160 ],[6.6984 ],[0.6968 ],13139,"[(784.0000, 258.0000)]","[(627.0000, 251.0000)]",[6.440747],[14.055812],[5.806218],[6.440747],[15.230131]
13140,1,[3.1832 ],[6.6157 ],[0.5934 ],13140,"[(781.0000, 266.0000)]","[(624.0000, 258.0000)]",[8.215082],[15.839436],[3.981881],[8.215082],[15.248709]
13141,1,[3.1568 ],[6.3610 ],[0.4349 ],13141,"[(779.0000, 273.0000)]","[(621.0000, 266.0000)]",[8.055306],[15.520026],[4.043538],[8.055306],[14.929440]
13142,1,[3.1128 ],[6.9239 ],[0.4691 ],13142,"[(773.0000, 288.0000)]","[(621.0000, 277.0000)]",[12.754209],[25.569064],[0.526372],[12.754209],[25.629710]
13143,1,[3.1039 ],[7.3431 ],[0.4845 ],13143,"[(770.0000, 300.0000)]","[(624.0000, 288.0000)]",[13.823035],[25.040199],[1.742285],[13.823035],[22.434327]
13144,1,[3.0545 ],[7.7583 ],[0.5306 ],13144,"[(762.0000, 307.0000)]","[(624.0000, 300.0000)]",[8.970955],[19.622600],[2.535616],[8.970955],[21.303292]
13145,1,[3.0329 ],[7.7597 ],[0.3996 ],13145,"[(759.0000, 318.0000)]","[(624.0000, 315.0000)]",[5.700959],[18.158294],[5.547957],[5.700959],[24.914671]
13146,1,[2.9819 ],[7.8312 ],[0.2735 ],13146,"[(753.0000, 333.0000)]","[(621.0000, 330.0000)]",[6.857080],[21.725036],[4.171402],[6.857080],[29.735912]
13147,1,[2.9578 ],[7.8163 ],[0.0942 ],13147,"[(750.0000, 348.0000)]","[(621.0000, 348.0000)]",[4.754001],[20.497317],[6.007039],[4.754001],[31.486631]
13148,1,[2.9097 ],[7.8025 ],[-0.0721 ],13148,"[(745.0000, 363.0000)]","[(618.0000, 363.0000)]",[5.921349],[20.651925],[4.615256],[5.921349],[29.461152]
13149,1,[2.8954 ],[8.0046 ],[-0.0275 ],13149,"[(742.0000, 367.0000)]","[(618.0000, 367.0000)]",[6.116690],[10.374316],[4.355782],[6.116690],[8.515252]
13150,1,[2.8794 ],[7.8177 ],[-0.0642 ],13150,"[(742.0000, 363.0000)]","[(615.0000, 363.0000)]",[6.399396],[10.659590],[4.145649],[6.399396],[8.520388]
13151,1,[2.8679 ],[8.0414 ],[0.0486 ],13151,"[(739.0000, 360.0000)]","[(615.0000, 363.0000)]",[3.462638],[5.487872],[7.102695],[3.462638],[4.050468]
13152,1,[2.8123 ],[8.0694 ],[0.1421 ],13152,"[(734.0000, 356.0000)]","[(607.0000, 352.0000)]",[11.185032],[11.185032],[0.349865],[11.185032],[0.000000]
13153,1,[2.7809 ],[8.0188 ],[0.1434 ],13153,"[(731.0000, 352.0000)]","[(604.0000, 352.0000)]",[7.568860],[11.372268],[3.164751],[7.568860],[7.606817]
13154,1,[2.7874 ],[8.1348 ],[0.2118 ],13154,"[(731.0000, 352.0000)]","[(604.0000, 348.0000)]",[11.439183],[13.317012],[0.539112],[11.439183],[3.755657]
13155,1,[2.7501 ],[7.9917 ],[0.1548 ],13155,"[(728.0000, 348.0000)]","[(601.0000, 352.0000)]",[4.066402],[8.811690],[6.690769],[4.066402],[9.490576]
13156,0,[0],[0],[0],13156,[],[],[],[],[],[],[]
13157,0,[0],[0],[0],13157,[],[],[],[],[],[],[]
13158,0,[0],[0],[0],13158,[],[],[],[],[],[],[]
13159,0,[0],[0],[0],13159,[],[],[],[],[],[],[]
13160,1,[3.0392 ],[8.9891 ],[0.9936 ],13160,"[(753.0000, 307.0000)]","[(630.0000, 292.0000)]",[15.570973],[15.570973],[3.848627],[15.570973],[0.000000]
13161,1,[3.1457 ],[8.2267 ],[0.8484 ],13161,"[(770.0000, 292.0000)]","[(635.0000, 281.0000)]",[10.428629],[26.830441],[1.341799],[10.428629],[32.803626]
13162,1,[3.2557 ],[7.6648 ],[0.7882 ],13162,"[(784.0000, 277.0000)]","[(641.0000, 270.0000)]",[5.291288],[20.878698],[6.620515],[5.291288],[31.174819]
13163,1,[3.3583 ],[7.8040 ],[0.9360 ],13163,"[(795.0000, 266.0000)]","[(652.0000, 258.0000)]",[4.344880],[19.349639],[7.747307],[4.344880],[30.009518]
13164,1,[3.4635 ],[7.4800 ],[0.9284 ],13164,"[(807.0000, 258.0000)]","[(658.0000, 247.0000)]",[6.231763],[18.911601],[6.020174],[6.231763],[25.359677]
13165,1,[3.5946 ],[7.1662 ],[0.9239 ],13165,"[(821.0000, 251.0000)]","[(666.0000, 236.0000)]",[8.988540],[22.748337],[3.495850],[8.988540],[27.519592]
13166,1,[3.6309 ],[7.6003 ],[1.1154 ],13166,"[(826.0000, 243.0000)]","[(675.0000, 228.0000)]",[7.434667],[17.555288],[5.104025],[7.434667],[20.241242]
13167,1,[3.7420 ],[7.4336 ],[1.1143 ],13167,"[(838.0000, 240.0000)]","[(683.0000, 221.0000)]",[10.391737],[21.212768],[2.347989],[10.391737],[21.642063]
13168,0,[0],[0],[0],13168,[],[],[],[],[],[],[]
13169,0,[0],[0],[0],13169,[],[],[],[],[],[],[]
13170,0,[0],[0],[0],13170,[],[],[],[],[],[],[]
13171,0,[0],[0],[0],13171,[],[],[],[],[],[],[]
13172,0,[0],[0],[0],13172,[],[],[],[],[],[],[]
13173,0,[0],[0],[0],13173,[],[],[],[],[],[],[]
13174,0,[0],[0],[0],13174,[],[],[],[],[],[],[]
13175,0,[0],[0],[0],13175,[],[],[],[],[],[],[]
13176,0,[0],[0],[0],13176,[],[],[],[],[],[],[]
13177,0,[0],[0],[0],13177,[],[],[],[],[],[],[]
13178,0,[0],[0],[0],13178,[],[],[],[],[],[],[]
13179,0,[0],[0],[0],13179,[],[],[],[],[],[],[]
13180,0,[0],[0],[0],13180,[],[],[],[],[],[],[]
13181,0,[0],[0],[0],13181,[],[],[],[],[],[],[]
13182,0,[0],[0],[0],13182,[],[],[],[],[],[],[]
13183,0,[0],[0],[0],13183,[],[],[],[],[],[],[]
13184,1,[3.6127 ],[14.4869 ],[2.9645 ],13184,"[(945.0000, 277.0000)]","[(1423.0000, 146.0000)]",[16.634381],[16.634381],[3.878884],[16.634381],[0.000000]
13185,1,[4.9016 ],[6.6892 ],[0.6595 ],13185,"[(947.0000, 270.0000)]","[(776.0000, 232.0000)]",[19.280060],[344.908257],[5.405123],[19.280060],[651.256394]
13186,1,[5.1365 ],[5.6412 ],[0.4244 ],13186,"[(953.0000, 262.0000)]","[(773.0000, 228.0000)]",[15.762043],[22.814326],[2.209972],[15.762043],[14.104565]
13187,1,[3.6466 ],[14.3522 ],[2.9353 ],13187,"[(956.0000, 255.0000)]","[(1352.0000, 157.0000)]",[6.239996],[293.598727],[18.547876],[6.239996],[574.717461]
13188,1,[5.2619 ],[5.2651 ],[0.4242 ],13188,"[(959.0000, 251.0000)]","[(776.0000, 221.0000)]",[11.093831],[295.384697],[1.897737],[11.093831],[568.581733]
13189,1,[5.2652 ],[5.2139 ],[0.4822 ],13189,"[(959.0000, 243.0000)]","[(776.0000, 217.0000)]",[7.069182],[12.741587],[5.688964],[7.069182],[11.344811]
13190,1,[5.2720 ],[5.3097 ],[0.5238 ],13190,"[(961.0000, 240.0000)]","[(779.0000, 217.0000)]",[3.783569],[6.896062],[8.884354],[3.783569],[6.224986]
13191,1,[5.3282 ],[5.1783 ],[0.5113 ],13191,"[(964.0000, 236.0000)]","[(781.0000, 217.0000)]",[0.175662],[3.470918],[12.835311],[0.175662],[6.590510]
