Frame,Visibility,X,Y,Z,Original_Frame,Point_Coordinates_Camera1,Point_Coordinates_Camera2,Point_Costs_Formula1,Point_Costs_Formula2,Point_Costs_Epipolar,Point_Costs_Reprojection,Point_Costs_Temporal
8447,0,[0],[0],[0],8447,[],[],[],[],[],[],[]
8448,0,[0],[0],[0],8448,[],[],[],[],[],[],[]
8449,0,[0],[0],[0],8449,[],[],[],[],[],[],[]
8450,0,[0],[0],[0],8450,[],[],[],[],[],[],[]
8451,0,[0],[0],[0],8451,[],[],[],[],[],[],[]
8452,0,[0],[0],[0],8452,[],[],[],[],[],[],[]
8453,0,[0],[0],[0],8453,[],[],[],[],[],[],[]
8454,0,[0],[0],[0],8454,[],[],[],[],[],[],[]
8455,0,[0],[0],[0],8455,[],[],[],[],[],[],[]
8456,0,[0],[0],[0],8456,[],[],[],[],[],[],[]
8457,0,[0],[0],[0],8457,[],[],[],[],[],[],[]
8458,0,[0],[0],[0],8458,[],[],[],[],[],[],[]
8459,0,[0],[0],[0],8459,[],[],[],[],[],[],[]
8460,0,[0],[0],[0],8460,[],[],[],[],[],[],[]
8461,0,[0],[0],[0],8461,[],[],[],[],[],[],[]
8462,0,[0],[0],[0],8462,[],[],[],[],[],[],[]
8463,0,[0],[0],[0],8463,[],[],[],[],[],[],[]
8464,0,[0],[0],[0],8464,[],[],[],[],[],[],[]
8465,0,[0],[0],[0],8465,[],[],[],[],[],[],[]
8466,0,[0],[0],[0],8466,[],[],[],[],[],[],[]
8467,0,[0],[0],[0],8467,[],[],[],[],[],[],[]
8468,0,[0],[0],[0],8468,[],[],[],[],[],[],[]
8469,0,[0],[0],[0],8469,[],[],[],[],[],[],[]
8470,0,[0],[0],[0],8470,[],[],[],[],[],[],[]
8471,0,[0],[0],[0],8471,[],[],[],[],[],[],[]
8472,0,[0],[0],[0],8472,[],[],[],[],[],[],[]
8473,0,[0],[0],[0],8473,[],[],[],[],[],[],[]
8474,0,[0],[0],[0],8474,[],[],[],[],[],[],[]
8475,0,[0],[0],[0],8475,[],[],[],[],[],[],[]
8476,0,[0],[0],[0],8476,[],[],[],[],[],[],[]
8477,0,[0],[0],[0],8477,[],[],[],[],[],[],[]
8478,0,[0],[0],[0],8478,[],[],[],[],[],[],[]
8479,0,[0],[0],[0],8479,[],[],[],[],[],[],[]
8480,0,[0],[0],[0],8480,[],[],[],[],[],[],[]
8481,0,[0],[0],[0],8481,[],[],[],[],[],[],[]
8482,0,[0],[0],[0],8482,[],[],[],[],[],[],[]
8483,0,[0],[0],[0],8483,[],[],[],[],[],[],[]
8484,0,[0],[0],[0],8484,[],[],[],[],[],[],[]
8485,0,[0],[0],[0],8485,[],[],[],[],[],[],[]
8486,0,[0],[0],[0],8486,[],[],[],[],[],[],[]
8487,0,[0],[0],[0],8487,[],[],[],[],[],[],[]
8488,0,[0],[0],[0],8488,[],[],[],[],[],[],[]
8489,0,[0],[0],[0],8489,[],[],[],[],[],[],[]
8490,0,[0],[0],[0],8490,[],[],[],[],[],[],[]
8491,0,[0],[0],[0],8491,[],[],[],[],[],[],[]
8492,0,[0],[0],[0],8492,[],[],[],[],[],[],[]
8493,0,[0],[0],[0],8493,[],[],[],[],[],[],[]
8494,0,[0],[0],[0],8494,[],[],[],[],[],[],[]
8495,0,[0],[0],[0],8495,[],[],[],[],[],[],[]
8496,0,[0],[0],[0],8496,[],[],[],[],[],[],[]
8497,0,[0],[0],[0],8497,[],[],[],[],[],[],[]
8498,0,[0],[0],[0],8498,[],[],[],[],[],[],[]
8499,0,[0],[0],[0],8499,[],[],[],[],[],[],[]
8500,0,[0],[0],[0],8500,[],[],[],[],[],[],[]
8501,0,[0],[0],[0],8501,[],[],[],[],[],[],[]
8502,0,[0],[0],[0],8502,[],[],[],[],[],[],[]
8503,0,[0],[0],[0],8503,[],[],[],[],[],[],[]
8504,0,[0],[0],[0],8504,[],[],[],[],[],[],[]
8505,0,[0],[0],[0],8505,[],[],[],[],[],[],[]
8506,0,[0],[0],[0],8506,[],[],[],[],[],[],[]
8507,0,[0],[0],[0],8507,[],[],[],[],[],[],[]
8508,0,[0],[0],[0],8508,[],[],[],[],[],[],[]
8509,0,[0],[0],[0],8509,[],[],[],[],[],[],[]
8510,0,[0],[0],[0],8510,[],[],[],[],[],[],[]
8511,0,[0],[0],[0],8511,[],[],[],[],[],[],[]
8512,0,[0],[0],[0],8512,[],[],[],[],[],[],[]
8513,0,[0],[0],[0],8513,[],[],[],[],[],[],[]
8514,0,[0],[0],[0],8514,[],[],[],[],[],[],[]
8515,0,[0],[0],[0],8515,[],[],[],[],[],[],[]
8516,0,[0],[0],[0],8516,[],[],[],[],[],[],[]
8517,0,[0],[0],[0],8517,[],[],[],[],[],[],[]
8518,0,[0],[0],[0],8518,[],[],[],[],[],[],[]
8519,0,[0],[0],[0],8519,[],[],[],[],[],[],[]
8520,0,[0],[0],[0],8520,[],[],[],[],[],[],[]
8521,0,[0],[0],[0],8521,[],[],[],[],[],[],[]
8522,0,[0],[0],[0],8522,[],[],[],[],[],[],[]
8523,0,[0],[0],[0],8523,[],[],[],[],[],[],[]
8524,0,[0],[0],[0],8524,[],[],[],[],[],[],[]
8525,0,[0],[0],[0],8525,[],[],[],[],[],[],[]
8526,0,[0],[0],[0],8526,[],[],[],[],[],[],[]
8527,0,[0],[0],[0],8527,[],[],[],[],[],[],[]
8528,0,[0],[0],[0],8528,[],[],[],[],[],[],[]
8529,0,[0],[0],[0],8529,[],[],[],[],[],[],[]
8530,0,[0],[0],[0],8530,[],[],[],[],[],[],[]
8531,0,[0],[0],[0],8531,[],[],[],[],[],[],[]
8532,0,[0],[0],[0],8532,[],[],[],[],[],[],[]
8533,0,[0],[0],[0],8533,[],[],[],[],[],[],[]
8534,0,[0],[0],[0],8534,[],[],[],[],[],[],[]
8535,0,[0],[0],[0],8535,[],[],[],[],[],[],[]
8536,0,[0],[0],[0],8536,[],[],[],[],[],[],[]
8537,0,[0],[0],[0],8537,[],[],[],[],[],[],[]
8538,0,[0],[0],[0],8538,[],[],[],[],[],[],[]
8539,0,[0],[0],[0],8539,[],[],[],[],[],[],[]
8540,0,[0],[0],[0],8540,[],[],[],[],[],[],[]
8541,0,[0],[0],[0],8541,[],[],[],[],[],[],[]
8542,0,[0],[0],[0],8542,[],[],[],[],[],[],[]
8543,0,[0],[0],[0],8543,[],[],[],[],[],[],[]
8544,0,[0],[0],[0],8544,[],[],[],[],[],[],[]
8545,0,[0],[0],[0],8545,[],[],[],[],[],[],[]
8546,0,[0],[0],[0],8546,[],[],[],[],[],[],[]
8547,0,[0],[0],[0],8547,[],[],[],[],[],[],[]
8548,0,[0],[0],[0],8548,[],[],[],[],[],[],[]
8549,0,[0],[0],[0],8549,[],[],[],[],[],[],[]
8550,0,[0],[0],[0],8550,[],[],[],[],[],[],[]
8551,0,[0],[0],[0],8551,[],[],[],[],[],[],[]
8552,0,[0],[0],[0],8552,[],[],[],[],[],[],[]
8553,0,[0],[0],[0],8553,[],[],[],[],[],[],[]
8554,0,[0],[0],[0],8554,[],[],[],[],[],[],[]
8555,0,[0],[0],[0],8555,[],[],[],[],[],[],[]
8556,0,[0],[0],[0],8556,[],[],[],[],[],[],[]
8557,0,[0],[0],[0],8557,[],[],[],[],[],[],[]
8558,0,[0],[0],[0],8558,[],[],[],[],[],[],[]
8559,0,[0],[0],[0],8559,[],[],[],[],[],[],[]
8560,0,[0],[0],[0],8560,[],[],[],[],[],[],[]
8561,0,[0],[0],[0],8561,[],[],[],[],[],[],[]
8562,0,[0],[0],[0],8562,[],[],[],[],[],[],[]
8563,0,[0],[0],[0],8563,[],[],[],[],[],[],[]
8564,0,[0],[0],[0],8564,[],[],[],[],[],[],[]
8565,0,[0],[0],[0],8565,[],[],[],[],[],[],[]
8566,0,[0],[0],[0],8566,[],[],[],[],[],[],[]
8567,0,[0],[0],[0],8567,[],[],[],[],[],[],[]
8568,0,[0],[0],[0],8568,[],[],[],[],[],[],[]
8569,0,[0],[0],[0],8569,[],[],[],[],[],[],[]
8570,0,[0],[0],[0],8570,[],[],[],[],[],[],[]
8571,0,[0],[0],[0],8571,[],[],[],[],[],[],[]
8572,0,[0],[0],[0],8572,[],[],[],[],[],[],[]
8573,0,[0],[0],[0],8573,[],[],[],[],[],[],[]
8574,0,[0],[0],[0],8574,[],[],[],[],[],[],[]
8575,0,[0],[0],[0],8575,[],[],[],[],[],[],[]
8576,0,[0],[0],[0],8576,[],[],[],[],[],[],[]
8577,0,[0],[0],[0],8577,[],[],[],[],[],[],[]
8578,0,[0],[0],[0],8578,[],[],[],[],[],[],[]
8579,0,[0],[0],[0],8579,[],[],[],[],[],[],[]
8580,0,[0],[0],[0],8580,[],[],[],[],[],[],[]
8581,0,[0],[0],[0],8581,[],[],[],[],[],[],[]
8582,0,[0],[0],[0],8582,[],[],[],[],[],[],[]
8583,1,[1.8618 ],[4.3507 ],[1.6952 ],8583,"[(691.0000, 123.0000)]","[(486.0000, 127.0000)]",[1.076781],[1.076781],[13.059143],[1.076781],[0.000000]
8584,1,[1.8399 ],[2.7614 ],[1.4725 ],8584,"[(705.0000, 123.0000)]","[(492.0000, 127.0000)]",[1.252372],[10.706015],[12.906842],[1.252372],[18.907287]
8585,1,[1.9602 ],[3.0111 ],[1.5021 ],8585,"[(711.0000, 123.0000)]","[(500.0000, 127.0000)]",[0.580304],[7.190612],[13.621260],[0.580304],[13.220615]
8586,1,[2.1852 ],[3.8746 ],[1.6366 ],8586,"[(720.0000, 123.0000)]","[(514.0000, 123.0000)]",[2.914391],[14.029425],[11.238581],[2.914391],[22.230068]
8587,1,[2.4067 ],[4.6041 ],[1.7276 ],8587,"[(731.0000, 123.0000)]","[(531.0000, 123.0000)]",[1.346473],[14.558261],[12.877998],[1.346473],[26.423575]
8588,1,[2.5629 ],[4.7910 ],[1.7026 ],8588,"[(742.0000, 127.0000)]","[(545.0000, 127.0000)]",[0.537665],[12.950057],[13.683545],[0.537665],[24.824784]
8589,1,[2.7063 ],[5.6710 ],[1.7610 ],8589,"[(748.0000, 135.0000)]","[(559.0000, 131.0000)]",[3.295726],[14.910514],[10.741224],[3.295726],[23.229575]
8590,1,[2.8092 ],[5.7883 ],[1.7238 ],8590,"[(756.0000, 138.0000)]","[(570.0000, 138.0000)]",[1.068357],[11.257368],[15.210138],[1.068357],[20.378022]
8591,1,[2.9358 ],[5.8991 ],[1.6951 ],8591,"[(767.0000, 146.0000)]","[(582.0000, 138.0000)]",[5.880793],[17.991567],[8.027658],[5.880793],[24.221547]
8592,1,[3.0778 ],[6.6812 ],[1.7573 ],8592,"[(776.0000, 150.0000)]","[(601.0000, 146.0000)]",[0.412225],[14.780809],[13.537166],[0.412225],[28.737169]
8593,1,[3.2373 ],[5.9479 ],[1.4977 ],8593,"[(793.0000, 165.0000)]","[(613.0000, 157.0000)]",[4.377675],[22.798910],[9.300499],[4.377675],[36.842470]
8594,1,[3.3474 ],[6.8423 ],[1.5502 ],8594,"[(801.0000, 176.0000)]","[(632.0000, 168.0000)]",[2.794241],[19.579534],[10.740851],[2.794241],[33.570587]
8595,1,[3.4692 ],[7.6354 ],[1.5670 ],8595,"[(812.0000, 191.0000)]","[(655.0000, 183.0000)]",[0.918858],[22.663302],[12.424854],[0.918858],[43.488888]
8596,1,[3.5515 ],[8.3901 ],[1.6013 ],8596,"[(821.0000, 202.0000)]","[(677.0000, 202.0000)]",[8.664722],[29.065945],[21.868050],[8.664722],[40.802446]
8597,1,[3.6488 ],[8.7637 ],[1.5189 ],8597,"[(832.0000, 225.0000)]","[(697.0000, 221.0000)]",[6.441467],[31.519324],[19.273062],[6.441467],[50.155715]
8598,1,[3.8994 ],[7.3526 ],[0.9605 ],8598,"[(852.0000, 247.0000)]","[(700.0000, 240.0000)]",[2.708735],[25.854146],[15.155564],[2.708735],[46.290822]
8599,1,[3.9465 ],[8.4866 ],[1.0937 ],8599,"[(863.0000, 266.0000)]","[(728.0000, 262.0000)]",[8.977067],[36.167258],[20.980505],[8.977067],[54.380382]
8600,1,[4.0979 ],[8.7896 ],[0.8940 ],8600,"[(880.0000, 307.0000)]","[(753.0000, 288.0000)]",[2.171452],[40.276147],[9.265120],[2.171452],[76.209390]
8601,1,[4.1612 ],[9.6351 ],[1.0019 ],8601,"[(897.0000, 330.0000)]","[(787.0000, 311.0000)]",[2.889181],[35.851530],[13.839799],[2.889181],[65.924698]
8602,1,[4.1902 ],[10.0713 ],[0.9138 ],8602,"[(905.0000, 360.0000)]","[(807.0000, 348.0000)]",[13.085366],[47.680515],[23.113766],[13.085366],[69.190297]
8603,1,[4.2480 ],[10.6130 ],[0.9020 ],8603,"[(922.0000, 393.0000)]","[(838.0000, 382.0000)]",[20.179055],[59.582378],[29.037124],[20.179055],[78.806647]
8604,1,[4.4345 ],[10.4109 ],[0.5800 ],8604,"[(939.0000, 431.0000)]","[(852.0000, 401.0000)]",[5.467412],[36.456645],[14.388438],[5.467412],[61.978465]
8605,1,[4.6417 ],[10.3208 ],[0.1855 ],8605,"[(959.0000, 476.0000)]","[(871.0000, 438.0000)]",[3.619373],[46.720807],[11.710433],[3.619373],[86.202868]
8606,1,[4.7259 ],[10.6823 ],[0.0189 ],8606,"[(975.0000, 528.0000)]","[(897.0000, 476.0000)]",[1.676388],[49.376876],[5.632022],[1.676388],[95.400975]
8607,1,[4.7699 ],[11.0426 ],[-0.0383 ],8607,"[(990.0000, 562.0000)]","[(922.0000, 513.0000)]",[9.017536],[47.802862],[15.034848],[9.017536],[77.570653]
8608,1,[4.8271 ],[11.2808 ],[0.1445 ],8608,"[(1012.0000, 566.0000)]","[(947.0000, 506.0000)]",[4.158785],[26.881845],[10.333503],[4.158785],[45.446119]
8609,1,[4.9255 ],[11.3189 ],[0.1844 ],8609,"[(1032.0000, 566.0000)]","[(964.0000, 502.0000)]",[4.353709],[21.951346],[10.464374],[4.353709],[35.195275]
8610,1,[4.8991 ],[11.6845 ],[0.4227 ],8610,"[(1051.0000, 573.0000)]","[(992.0000, 502.0000)]",[4.150837],[26.859984],[10.083209],[4.150837],[45.418294]
8611,1,[5.1942 ],[11.4229 ],[0.1927 ],8611,"[(1085.0000, 581.0000)]","[(1009.0000, 502.0000)]",[2.063515],[26.465032],[7.902051],[2.063515],[48.803034]
8612,1,[5.2188 ],[11.6641 ],[0.3293 ],8612,"[(1108.0000, 592.0000)]","[(1035.0000, 502.0000)]",[1.636076],[25.910693],[4.207662],[1.636076],[48.549234]
8613,1,[5.1047 ],[12.0723 ],[0.5828 ],8613,"[(1122.0000, 600.0000)]","[(1063.0000, 510.0000)]",[5.270711],[26.639121],[10.384197],[5.270711],[42.736820]
8614,1,[5.1220 ],[12.3626 ],[0.7265 ],8614,"[(1155.0000, 618.0000)]","[(1102.0000, 517.0000)]",[5.782371],[42.323226],[10.387587],[5.782371],[73.081710]
8615,1,[5.2209 ],[12.4373 ],[0.7117 ],8615,"[(1184.0000, 633.0000)]","[(1127.0000, 525.0000)]",[7.384298],[35.359619],[11.446361],[7.384298],[55.950641]
8616,1,[5.2339 ],[12.6144 ],[0.7550 ],8616,"[(1206.0000, 656.0000)]","[(1153.0000, 536.0000)]",[5.064386],[33.754718],[8.797408],[5.064386],[57.380663]
8617,0,[0],[0],[0],8617,[],[],[],[],[],[],[]
8618,0,[0],[0],[0],8618,[],[],[],[],[],[],[]
8619,0,[0],[0],[0],8619,[],[],[],[],[],[],[]
8620,0,[0],[0],[0],8620,[],[],[],[],[],[],[]
8621,0,[0],[0],[0],8621,[],[],[],[],[],[],[]
8622,1,"[5.1463, 5.0211 ]","[12.1899, 12.6950 ]","[0.9289, 1.1015 ]",8622,"[(1161.0000, 562.0000), (1186.0000, 596.0000)]","[(1096.0000, 465.0000), (1144.0000, 498.0000)]","[1.389238, 15.335008]","[1.389238, 15.335008]","[7.505113, 19.412605]","[1.389238, 15.335008]","[0.000000, 0.000000]"
8623,1,[5.2061 ],[11.6269 ],[0.8381 ],8623,"[(1130.0000, 513.0000)]","[(1046.0000, 427.0000)]",[3.923268],[61.193155],[3.626506],[3.923268],[114.539774]
8624,1,[5.1343 ],[10.6231 ],[0.8023 ],8624,"[(1065.0000, 427.0000)]","[(959.0000, 367.0000)]",[3.372854],[104.413984],[5.855457],[3.372854],[202.082260]
8625,0,[0],[0],[0],8625,[],[],[],[],[],[],[]
8626,1,[4.5413 ],[10.0109 ],[1.2371 ],8626,"[(964.0000, 322.0000)]","[(852.0000, 288.0000)]",[1.724788],[1.724788],[9.436525],[1.724788],[0.000000]
8627,0,[0],[0],[0],8627,[],[],[],[],[],[],[]
8628,1,[4.1554 ],[9.2433 ],[1.4232 ],8628,"[(900.0000, 255.0000)]","[(773.0000, 243.0000)]",[7.430623],[7.430623],[19.657181],[7.430623],[0.000000]
8629,1,[4.1223 ],[8.0689 ],[1.2296 ],8629,"[(883.0000, 243.0000)]","[(736.0000, 225.0000)]",[3.049554],[32.290849],[9.493729],[3.049554],[58.482590]
8630,1,[3.8392 ],[8.5294 ],[1.4963 ],8630,"[(855.0000, 225.0000)]","[(714.0000, 210.0000)]",[2.092024],[30.389415],[10.730970],[2.092024],[56.594782]
8631,1,[3.7225 ],[8.0808 ],[1.5071 ],8631,"[(840.0000, 210.0000)]","[(691.0000, 198.0000)]",[1.549788],[23.831762],[11.508319],[1.549788],[44.563947]
8632,1,[3.5490 ],[8.1781 ],[1.6312 ],8632,"[(821.0000, 198.0000)]","[(672.0000, 187.0000)]",[2.011146],[22.989011],[11.219227],[2.011146],[41.955730]
8633,1,[3.4211 ],[7.5951 ],[1.5913 ],8633,"[(807.0000, 187.0000)]","[(649.0000, 180.0000)]",[0.404466],[20.171646],[13.006289],[0.404466],[39.534359]
8634,1,[3.2911 ],[6.8038 ],[1.4887 ],8634,"[(795.0000, 180.0000)]","[(627.0000, 176.0000)]",[0.227690],[17.341868],[13.745098],[0.227690],[34.228355]
8635,1,[3.1569 ],[7.0787 ],[1.5856 ],8635,"[(781.0000, 176.0000)]","[(615.0000, 172.0000)]",[0.476294],[13.315943],[13.074061],[0.476294],[25.679298]
8636,1,[3.0295 ],[6.1102 ],[1.4453 ],8636,"[(773.0000, 172.0000)]","[(596.0000, 168.0000)]",[2.430883],[15.807831],[11.121453],[2.430883],[26.753895]
8637,1,[2.9369 ],[6.0255 ],[1.4542 ],8637,"[(765.0000, 168.0000)]","[(587.0000, 168.0000)]",[0.656236],[9.136302],[14.334568],[0.656236],[16.960132]
8638,1,[2.8009 ],[5.5003 ],[1.3625 ],8638,"[(756.0000, 168.0000)]","[(573.0000, 168.0000)]",[0.780101],[11.621249],[12.842471],[0.780101],[21.682296]
8639,1,[2.7109 ],[5.5607 ],[1.3779 ],8639,"[(748.0000, 168.0000)]","[(565.0000, 168.0000)]",[1.439791],[8.985458],[12.151169],[1.439791],[15.091333]
8640,1,[2.5468 ],[4.4325 ],[1.1517 ],8640,"[(742.0000, 168.0000)]","[(551.0000, 172.0000)]",[0.565519],[0.565519],[14.204476],[0.565519],[0.000000]
8641,1,[2.4256 ],[4.2540 ],[1.0748 ],8641,"[(734.0000, 172.0000)]","[(542.0000, 176.0000)]",[0.554064],[9.408204],[12.975396],[0.554064],[17.708280]
8642,1,[2.3675 ],[4.4784 ],[1.1207 ],8642,"[(728.0000, 172.0000)]","[(537.0000, 176.0000)]",[0.915413],[6.106175],[12.593491],[0.915413],[10.381524]
8643,1,[2.2244 ],[3.8735 ],[0.9411 ],8643,"[(722.0000, 176.0000)]","[(528.0000, 183.0000)]",[0.525317],[9.293724],[14.012654],[0.525317],[17.536813]
8644,1,[2.1456 ],[3.4422 ],[0.8322 ],8644,"[(720.0000, 180.0000)]","[(523.0000, 183.0000)]",[4.091420],[8.558053],[9.279537],[4.091420],[8.933267]
8645,1,[2.0053 ],[2.5591 ],[0.5831 ],8645,"[(717.0000, 183.0000)]","[(517.0000, 191.0000)]",[0.431179],[7.138262],[12.907201],[0.431179],[13.414166]
8646,1,[1.9777 ],[3.1074 ],[0.6428 ],8646,"[(711.0000, 187.0000)]","[(514.0000, 195.0000)]",[0.888741],[6.644684],[12.367710],[0.888741],[11.511886]
8647,1,[1.7737 ],[1.8302 ],[0.2984 ],8647,"[(708.0000, 191.0000)]","[(506.0000, 202.0000)]",[0.491407],[7.856684],[13.729396],[0.491407],[14.730554]
8648,1,[1.7620 ],[2.7384 ],[0.3890 ],8648,"[(700.0000, 198.0000)]","[(503.0000, 210.0000)]",[0.730211],[9.767008],[13.864703],[0.730211],[18.073594]
8649,1,[1.5813 ],[1.3996 ],[0.0944 ],8649,"[(700.0000, 198.0000)]","[(497.0000, 210.0000)]",[0.101107],[2.923619],[13.001063],[0.101107],[5.645025]
8650,1,[1.5004 ],[1.1967 ],[0.1087 ],8650,"[(697.0000, 195.0000)]","[(492.0000, 206.0000)]",[1.283921],[6.309371],[11.824845],[1.283921],[10.050899]
8651,1,[1.4653 ],[0.9823 ],[0.1603 ],8651,"[(697.0000, 191.0000)]","[(489.0000, 198.0000)]",[6.035218],[11.945701],[8.119687],[6.035218],[11.820966]
8652,0,[0],[0],[0],8652,[],[],[],[],[],[],[]
8653,0,[0],[0],[0],8653,[],[],[],[],[],[],[]
8654,0,[0],[0],[0],8654,[],[],[],[],[],[],[]
8655,0,[0],[0],[0],8655,[],[],[],[],[],[],[]
8656,0,[0],[0],[0],8656,[],[],[],[],[],[],[]
8657,0,[0],[0],[0],8657,[],[],[],[],[],[],[]
8658,0,[0],[0],[0],8658,[],[],[],[],[],[],[]
8659,0,[0],[0],[0],8659,[],[],[],[],[],[],[]
8660,0,[0],[0],[0],8660,[],[],[],[],[],[],[]
8661,0,[0],[0],[0],8661,[],[],[],[],[],[],[]
8662,0,[0],[0],[0],8662,[],[],[],[],[],[],[]
8663,0,[0],[0],[0],8663,[],[],[],[],[],[],[]
8664,1,[1.3094 ],[0.7893 ],[1.1902 ],8664,"[(689.0000, 123.0000)]","[(466.0000, 131.0000)]",[0.098431],[0.098431],[14.067007],[0.098431],[0.000000]
8665,1,[1.4531 ],[1.5496 ],[1.4197 ],8665,"[(691.0000, 116.0000)]","[(469.0000, 120.0000)]",[2.768442],[11.602548],[11.442630],[2.768442],[17.668212]
8666,1,[1.5532 ],[1.9439 ],[1.5497 ],8666,"[(694.0000, 112.0000)]","[(472.0000, 112.0000)]",[6.307322],[12.706794],[8.371267],[6.307322],[12.798943]
8667,1,[1.6113 ],[2.0102 ],[1.6096 ],8667,"[(697.0000, 108.0000)]","[(475.0000, 108.0000)]",[5.502548],[10.221995],[9.045474],[5.502548],[9.438894]
8668,1,[1.7080 ],[2.6960 ],[1.7281 ],8668,"[(697.0000, 105.0000)]","[(478.0000, 105.0000)]",[4.571964],[7.995469],[9.831703],[4.571964],[6.847010]
8669,1,[1.7711 ],[2.8808 ],[1.8228 ],8669,"[(700.0000, 101.0000)]","[(480.0000, 97.0000)]",[8.399629],[14.667862],[6.590109],[8.399629],[12.536468]
8670,1,[1.7885 ],[3.0014 ],[1.8851 ],8670,"[(700.0000, 97.0000)]","[(480.0000, 93.0000)]",[7.810765],[11.610095],[7.055347],[7.810765],[7.598660]
8671,1,[1.7853 ],[2.3654 ],[1.8409 ],8671,"[(705.0000, 93.0000)]","[(483.0000, 93.0000)]",[3.232756],[7.669564],[11.311458],[3.232756],[8.873615]
8672,1,[2.0343 ],[3.9988 ],[2.0232 ],8672,"[(708.0000, 93.0000)]","[(495.0000, 90.0000)]",[4.549979],[11.802685],[9.971173],[4.549979],[14.505412]
8673,1,[2.1369 ],[4.1900 ],[2.0388 ],8673,"[(714.0000, 93.0000)]","[(503.0000, 90.0000)]",[3.905957],[10.520805],[10.629757],[3.905957],[13.229696]
8674,1,[2.2500 ],[4.8257 ],[2.1015 ],8674,"[(717.0000, 93.0000)]","[(511.0000, 90.0000)]",[3.025682],[8.220834],[11.531641],[3.025682],[10.390304]
8675,1,[2.3643 ],[5.5137 ],[2.1698 ],8675,"[(720.0000, 93.0000)]","[(520.0000, 90.0000)]",[2.030030],[7.695959],[12.573862],[2.030030],[11.331858]
8676,1,[2.4156 ],[5.4592 ],[2.1616 ],8676,"[(725.0000, 93.0000)]","[(525.0000, 90.0000)]",[1.749443],[6.471766],[12.880609],[1.749443],[9.444646]
8677,1,[2.5089 ],[6.0302 ],[2.1858 ],8677,"[(728.0000, 97.0000)]","[(534.0000, 93.0000)]",[2.024142],[8.887353],[12.549518],[2.024142],[13.726420]
8678,1,[2.5837 ],[6.1584 ],[2.1411 ],8678,"[(734.0000, 105.0000)]","[(542.0000, 97.0000)]",[5.763068],[14.748454],[8.620104],[5.763068],[17.970774]
8679,1,[2.6569 ],[6.3220 ],[2.1068 ],8679,"[(739.0000, 108.0000)]","[(551.0000, 105.0000)]",[0.613866],[9.077785],[13.888126],[0.613866],[16.927839]
8680,1,[2.7191 ],[6.6615 ],[2.0789 ],8680,"[(742.0000, 116.0000)]","[(559.0000, 112.0000)]",[1.318749],[10.400480],[13.047433],[1.318749],[18.163463]
8681,1,[2.7877 ],[6.7232 ],[1.9860 ],8681,"[(748.0000, 127.0000)]","[(568.0000, 123.0000)]",[1.413462],[14.076927],[12.800597],[1.413462],[25.326929]
8682,1,[2.8750 ],[6.7584 ],[1.8839 ],8682,"[(756.0000, 138.0000)]","[(579.0000, 135.0000)]",[0.404868],[14.539815],[13.694445],[0.404868],[28.269894]
8683,1,[2.9549 ],[7.0090 ],[1.8168 ],8683,"[(762.0000, 150.0000)]","[(590.0000, 146.0000)]",[1.074113],[14.770049],[12.834049],[1.074113],[27.391870]
8684,1,[3.0250 ],[7.2827 ],[1.7460 ],8684,"[(767.0000, 161.0000)]","[(601.0000, 161.0000)]",[2.975629],[17.457158],[16.830611],[2.975629],[28.963059]
8685,1,[3.0855 ],[7.7902 ],[1.6798 ],8685,"[(770.0000, 183.0000)]","[(613.0000, 176.0000)]",[3.361099],[22.915774],[10.006100],[3.361099],[39.109350]
8686,1,[3.1627 ],[8.1640 ],[1.6293 ],8686,"[(776.0000, 198.0000)]","[(627.0000, 191.0000)]",[2.653902],[19.960779],[10.506213],[2.653902],[34.613754]
8687,1,[3.2215 ],[8.3140 ],[1.4927 ],8687,"[(781.0000, 217.0000)]","[(638.0000, 213.0000)]",[0.277395],[21.138593],[13.196523],[0.277395],[41.722396]
8688,1,[3.2865 ],[8.3989 ],[1.3200 ],8688,"[(787.0000, 240.0000)]","[(649.0000, 236.0000)]",[0.381986],[23.627040],[12.932665],[0.381986],[46.490107]
8689,1,[3.3335 ],[8.8688 ],[1.2677 ],8689,"[(790.0000, 262.0000)]","[(663.0000, 258.0000)]",[1.247204],[24.026519],[13.448244],[1.247204],[45.558631]
8690,1,[3.3911 ],[9.1416 ],[1.1235 ],8690,"[(795.0000, 288.0000)]","[(677.0000, 288.0000)]",[5.777784],[33.899805],[17.551191],[5.777784],[56.244040]
8691,1,[3.4760 ],[9.6787 ],[1.0922 ],8691,"[(804.0000, 315.0000)]","[(700.0000, 315.0000)]",[8.196057],[38.430219],[19.463826],[8.196057],[60.468324]
8692,1,[3.5516 ],[9.7731 ],[0.8668 ],8692,"[(812.0000, 348.0000)]","[(714.0000, 348.0000)]",[9.498412],[42.543893],[20.126458],[9.498412],[66.090962]
8693,1,[3.4557 ],[9.6788 ],[1.0966 ],8693,"[(801.0000, 318.0000)]","[(697.0000, 311.0000)]",[1.162528],[35.541307],[12.419417],[1.162528],[68.757557]
8694,1,[3.4163 ],[8.9832 ],[1.0201 ],8694,"[(798.0000, 300.0000)]","[(677.0000, 288.0000)]",[5.810759],[28.827110],[5.741060],[5.810759],[46.032703]
